seller_id,revenue_per_seller,seller_city,seller_state
ceaec5548eefc6e23e6607c5435102e7,52917.18,São Paulo,SP
b2ba3715d723d245138f291a6fe42594,51676.88,São Paulo,SP
966cb4760537b1404caedd472cc610a5,51286.05,Diadema,SP
e882b2a25a10b9c057cc49695f222c19,51057.54,Teresópolis,RJ
2bf6a2c1e71bbd29a4ad64e6d3c3629f,50628.9,Nova Friburgo,RJ
f8db351d8c4c4c22c6835c19a46f01b0,50525.6,Salto,SP
17f51e7198701186712e53a39c564617,48019.0,São Paulo,SP
8160255418d5aaa7dbdc9f4c64ebda44,47017.69,Ibitinga,SP
77530e9772f57a62c906e1c21538ab82,46610.4,Curitiba,PR
4e922959ae960d389249c378d1c939f5,46030.37,Jacareí,SP
c826c40d7b19f62a09e2d7c5e7295ee2,45643.74,Guarulhos,SP
850f4f8af5ea87287ac68de36e29107f,45355.36,São Paulo,SP
b33e7c55446eabf8fe1a42d037ac7d6d,44985.17,Pradópolis,SP
ba90964cff9b9e0e6f32b23b82465f7b,44212.5,Guarulhos,SP
eeb6de78f79159600292e314a77cbd18,43739.84,Lages,SC
4d6d651bd7684af3fffabd5f08d12e5a,43587.4,Jaú,SP
e9779976487b77c6d4ac45f75ec7afe9,43162.95,Praia Grande,SP
c3cfdc648177fdbbbb35635a37472c53,43048.18,Curitiba,PR
b839e41795b7f3ad94cc2014a52f6796,42829.0,São Caetano do Sul,SP
2eb70248d66e0e3ef83659f71b244378,42628.61,Campinas,SP
d91fb3b7d041e83b64a00a3edfb37e4f,40889.74,Praia Grande,SP
17a053fcb14bd219540cbde0df490be0,40703.14,Mogi Guaçu,SP
391fc6631aebcf3004804e51b40bcf1e,39951.95,Ibitinga,SP
834f3294fba9f932f56edc879193f925,39907.5,Araraquara,SP
712e6ed8aa4aa1fa65dab41fed5737e4,39815.0,Videira,SC
634964b17796e64304cadf1ad3050fb7,39465.1,Rio de Janeiro,RJ
7142540dd4c91e2237acb7e911c4eba2,37373.56,Penápolis,SP
ea8482cd71df3c1969d7b9473ff13abc,37177.52,São Paulo,SP
c3867b4666c7d76867627c2f7fb22e21,37153.4,Guará,SP
7178f9f4dd81dcef02f62acdf8151e01,37070.4,Videira,SC
c70c1b0d8ca86052f45a432a38b73958,36537.369999999995,Hortolândia,SP
59417c56835dd8e2e72f91f809cd4092,36459.0,Limeira,SP
06a2c3af7b3aee5d69171b0e14f0ee87,36408.95,São Luís,MA
7299e27ed73d2ad986de7f7c77d919fa,34725.43,Araguari,MG
e9bc59e7b60fc3063eb2290deda4cced,34343.06,Maringá,PR
dbc22125167c298ef99da25668e1011f,33776.78,Borda da Mata,MG
9c0e69c7bf2619675bbadf47b43f655a,33702.78,São José dos Campos,SP
76d5af76d0271110f9af36c92573f765,33461.6,São Paulo,SP
1835b56ce799e6a4dc4eddc053f04066,33344.21,Ibitinga,SP
5c243662ce92d84573bfaff24c3e3700,32862.02,São Paulo,SP
2528513dd95219a6013d4d05176e391a,32689.1,Osasco,SP
855668e0971d4dfd7bef1b6a4133b41b,32208.16,Itatiba,SP
70eea00b476a314817cefde4aad4f89a,31994.649999999998,Itatiba,SP
7681ef142fd2c19048da7430856b5588,31941.81,Guarulhos,SP
e59aa562b9f8076dd550fcddf0e73491,31574.3,Curitiba,PR
88460e8ebdecbfecb5f9601833981930,31546.550000000003,Maringá,PR
0241d4d5d36f10f80c644447315af0bd,31397.7,Curitiba,PR
87142160b41353c4e5fca2360caf6f92,31095.98,Porto Alegre,RS
70a12e78e608ac31179aea7f8422044b,30858.53,Jacareí,SP
53e4c6e0f4312d4d2107a8c9cddf45cd,30148.95,Pedreira,SP
d23019c84ffae2d5ef2270367b8605fc,29205.1,Londrina,PR
900ba814c251a692506d7834c1218441,29099.690000000002,Salto,SP
1554a68530182680ad5c8b042c3ab563,29052.53,Monte Sião,MG
0b90b6df587eb83608a64ea8b390cf07,28592.32,Maringá,PR
7e1fb0a3ebfb01ffb3a7dae98bf3238d,27349.53,Franca,SP
59b22a78efb79a4797979612b885db36,27184.5,Uberlândia,MG
d1c281d3ae149232351cd8c8cc885f0d,26942.6,Ibitinga,SP
b32be1695eb7ec5f10f72d9610a12527,26874.0,Caxias do Sul,RS
12b9676b00f60f3b700e83af21824c0e,26774.0,Montenegro,RS
a3a38f4affed601eb87a97788c949667,26533.32,Joinville,SC
de23c3b98a88888289c6f5cc1209054a,26399.670000000002,São Paulo,SP
9f505651f4a6abe901a56cdc21508025,26361.82,São Paulo,SP
16090f2ca825584b5a147ab24aa30c86,25716.44,Atibaia,SP
a416b6a846a11724393025641d4edd5e,25670.72,São Paulo,SP
b94cc9f10ddc85e4ba73a6f7974e7101,25346.1,Macaé,RJ
c003204e1ab016dfa150abc119207b24,25108.09,Cajamar,SP
001cca7ae9ae17fb1caed9dfb1094831,25080.03,Cariacica,ES
1900267e848ceeba8fa32d80c1a5f5a8,24982.53,Ibitinga,SP
1c68394e931a64f90ea236c5ea590300,24832.75,Sarandi,PR
b1b3948701c5c72445495bd161b83a4c,24699.19,São Paulo,SP
f62d7bb4a613ec758a03342d46b580b2,24665.0,Viçosa,MG
dc4a0fc896dc34b0d5bfec8438291c80,24180.77,Ibitinga,SP
b37c4c02bda3161a7546a4e6d222d5b2,24075.0,São Paulo,SP
710e3548e02bc1d2831dfc4f1b5b14d4,23979.11,Rolândia,PR
2b3e4a2a3ea8e01938cabda2a3e5cc79,23629.15,São Paulo,SP
1a3df491d1c4f1589fc2b934ada68bf2,23302.7,Joinville,SC
40db9e9aa57f7bb151bcda6b0f9bdbb7,23168.0,Recife,PE
612170e34b97004b3ba37eae81836b4c,23065.02,Novo Hamburgo,RS
897060da8b9a21f655304d50fd935913,23023.92,Ribeirão Preto,SP
8444e55c1f13cd5c179851e5ca5ebd00,22873.21,Congonhal,MG
7b0df942f46435babab05d49b744b2c4,22600.63,Bragança Paulista,SP
7ad32824caee82087b3e2e5f33b1bf32,22505.1,Ibitinga,SP
744dac408745240a2c2528fb1b6028f3,22490.6,Colombo,PR
06e5eefc71ec47ae763c5c6f8db7064f,22188.56,Porto Alegre,RS
f45122a9ab94eb4f3f8953578bc0c560,22078.29,Piracicaba,SP
05ff92fedb5be47920fea08e501238b9,21992.78,Santo Ângelo,RS
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,21940.8,São Paulo,SP
8f2ce03f928b567e3d56181ae20ae952,21712.9,São Paulo,SP
59fb871bf6f4522a87ba567b42dafecf,21708.57,São Paulo,SP
d2374cbcbb3ca4ab1086534108cc3ab7,21223.92,Ibitinga,SP
48162d548f5b1b11b9d29d1e01f75a61,20510.14,Piracicaba,SP
729f06993dac8e860d4f02d7088ca48a,20485.079999999998,Limeira,SP
00ee68308b45bc5e2660cd833c3f81cc,20260.0,São Paulo,SP
bfd27a966d91cfaafdb25d076585f0da,19921.0,Serra Negra,SP
004c9cd9d87a3c30c522c48c4fc07416,19712.71,Ibitinga,SP
d650b663c3b5f6fb392b6326366efa9a,19242.9,Cotia,SP
821fb029fc6e495ca4f08a35d51e53a5,19187.42,São Paulo,SP
f457c46070d02cadd8a68551231220dd,19093.0,Maringá,PR
2a5b78b41cd05baeac8df54c6606b92c,19025.36,Formiga,MG
dc317f341ab0e22f39acbd9dbf9b4a1f,18988.4,Cachoeirinha,RS
96493fab2fbb13a14d0c0e8772eef5c3,18969.0,São Paulo,SP
44073f8b7e41514de3b7815dd0237f4f,18729.64,Brasília,DF
cd68562d3f44870c08922d380acae552,18569.7,Ribeirão Preto,SP
0dd184061fb0eaa7ca37932c68ab91c5,18446.92,Guarulhos,SP
527801b552d0077ffd170872eb49683b,17942.8,Garça,SP
a888faf2d1baececa6baf9c3d603ee1f,17765.8,Umuarama,PR
9de4643a8dbde634fe55621059d92273,17560.34,Joinville,SC
8b321bb669392f5163d04c59e235e066,17535.69,São Paulo,SP
c72de06d72748d1a0dfb2125be43ba63,17522.0,Guanambi,BA
165fc07beebdcb6190fba8a06db2a449,17481.4,Maringá,PR
0c8380b62e38e8a1e6adbeba7eb9688c,17348.79,Três Corações,MG
1e8b33f18b4f7598d87f5cbee2282cc2,17309.06,São Paulo,SP
94144541854e298c2d976cb893b81343,17286.28,Viamão,RS
54a1852d1b8f10312c55e906355666ee,17226.44,Santa Bárbara d'Oeste,SP
abe42c5d03695b4257b5c6cbf4e6784e,17159.0,Rio de Janeiro,RJ
41b39e28db005d9731d9d485a83b4c38,17112.55,Santo André,SP
4a3ccda38b2129705f3fb522db62ca31,17062.59,Marília,SP
76d64c4aca3a7baf218bf93ef7fa768d,16911.8,Curitiba,PR
c3acdfac4e3e97ff87529454fbc03642,16788.0,São Paulo,SP
86ccac0b835037332a596a33b6949ee1,16619.93,Blumenau,SC
8ae520247981aa06bc94abddf5f46d34,16320.99,Navegantes,SC
7aa4334be125fcdd2ba64b3180029f14,16234.81,Laranjal Paulista,SP
ef0ace09169ac090589d85746e3e036f,16223.300000000001,São Gonçalo,RJ
fa40cc5b934574b62717c68f3d678b6d,16055.87,São Paulo,SP
1f1bb1f0859883505541bdd6606193e5,16040.84,São Paulo,SP
0adac9fbd9a2b63cccaac4f8756c1ca8,15960.95,Louveira,SP
4b9750c8ad28220fe6702d4ecb7c898f,15915.3,Limeira,SP
2a84855fd20af891be03bc5924d2b453,15819.1,Belo Horizonte,MG
229c3efbfb0ea2058de4ccdfbc3d784a,15744.0,Belo Horizonte,MG
f9244d45189d3a3605499abddeade7d5,15731.43,São Paulo,SP
d921b68bf747894be13a97ae52b0f386,15645.8,Formiga,MG
6061155addc1e54b4cfb51c1c2a32ad8,15633.4,Campinas,SP
c33847515fa6305ce6feb1e818569f13,15519.85,Brusque,SC
85d9eb9ddc5d00ca9336a2219c97bb13,15415.24,Belo Horizonte,MG
213b25e6f54661939f11710a6fddb871,15379.5,Salto,SP
e5a38146df062edaf55c38afa99e42dc,15360.07,São Paulo,SP
c847e075301870dd144a116762eaff9a,15348.7,Uberaba,MG
ce248b21cb2adc36282ede306b7660e5,15230.06,Jaraguá do Sul,SC
79ebd9a61bac3eaf882805ed4ecfa12a,15092.79,Cascavel,PR
75d34ebb1bd0bd7dde40dd507b8169c3,15048.28,Salvador,BA
e2a1ac9bf33e5549a2a4f834e70df2f8,14999.449999999999,São Paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,14921.43,Londrina,PR
1b4c3a6f53068f0b6944d2d005c9fc89,14760.300000000001,São Ludgero,SC
a5cba26a62b8b4d0145b68b841e62e7f,14737.84,Campo Mourão,PR
87b740daf17b5d1be335a64164ec6842,14699.87,Suzano,SP
4c2b230173bb36f9b240f2b8ac11786e,14592.27,São Paulo,SP
080199a181c46c657dc5aa235411be3b,14504.2,Osasco,SP
8e6d7754bc7e0f22c96d255ebda59eba,14497.27,São José dos Campos,SP
cf8ab1616079e2793aa29d524df01bb1,14391.0,São Paulo,SP
5cf13accae3222c70a9cac40818ae839,14383.2,Patos de Minas,MG
a6bd7d1ccdac48c6b33b28596b7eb122,14368.61,Mamanguape,PB
66922902710d126a0e7d26b0e3805106,14362.3,Belo Horizonte,MG
aba1721a889e04decc910aa13b768ef4,14103.3,São Paulo,SP
f08a5b9dd6767129688d001acafc21e5,14069.630000000001,Porto Alegre,RS
3b15288545f8928d3e65a8f949a28291,14061.789999999999,Ibitinga,SP
c6bda72e4dbf5c5866b13cb1810c6d03,14059.380000000001,São Paulo,SP
2e90cb1677d35cfe24eef47d441b7c87,13894.710000000001,São Paulo,SP
a673821011d0cec28146ea42f5ab767f,13863.69,São Paulo,SP
d94a40fd42351c259927028d163af842,13823.8,Baependi,MG
05f51e13da97139648b8125c31e5f51b,13769.01,Belo Horizonte,MG
440dd6ab244315c632130ecfb63827b1,13696.9,Votuporanga,SP
b8bc237ba3788b23da09c0f1f3a3288c,13685.710000000001,Itajaí,SC
6039e27294dc75811c0d8a39069f52c0,13670.7,Osasco,SP
1f9ab4708f3056ede07124aad39a2554,13602.73,Tupã,SP
6d66611d7c44cc30ce351abc49a68421,13593.4,São Paulo,SP
240b9776d844d37535668549a396af32,13592.08,Niterói,RJ
610f72e407cdd7caaa2f8167b0163fd8,13585.16,São Paulo,SP
289cdb325fb7e7f891c38608bf9e0962,13544.95,Belo Horizonte,SP
0b35c634521043bf4b47e21547b99ab5,13533.65,Teixeira Soares,PR
a3e9a2c700480d9bb01fba070ba80a0e,13440.8,Ibitinga,SP
d05ae8f7a5bd1d2a690a44cd079e4e27,13436.0,Rio de Janeiro,RJ
34d1ca11b242c0fee2c834ae8d788566,13422.24,Congonhas,MG
1ca7077d890b907f89be8c954a02686a,13341.57,Santana de Parnaíba,SP
8cc6a0e5738e61a87b03c78b2ba9db4b,13312.4,Andradas,MG
669ae81880e08f269a64487cfb287169,13248.87,Rio do Sul,SC
5d378b73ab7dd6f0418d743e5dcb0bd1,13243.0,São Paulo,SP
ad97a199236354e53fcd91a5a913e9a2,13205.9,Brusque,SC
c31eff8334d6b3047ed34bebd4d62c36,13191.5,Salto,SP
e8b3a3a38279a82f0e5d006d5e5b7d2c,13154.7,Jussara,PR
6edacfd9f9074789dad6d62ba7950b9c,13147.1,Guarulhos,SP
99eaacc9e6046db1c82b163c5f84869f,13139.17,Franca,SP
9e6229250fedbe05838fef417b74e7fb,13132.2,Mirandópolis,SP
431af27f296bc6519d890aa5a05fdb11,13109.5,Ribeirão Preto,SP
d50d79cb34e38265a8649c383dcffd48,13012.42,São Paulo,SP
530ec6109d11eaaf87999465c6afee01,12983.810000000001,Cascavel,PR
6e386f64c84e482f0b9abf960797ee1b,12938.3,São Paulo,SP
e24fc9fcd865784fb25705606fe3dfe7,12936.0,Bragança Paulista,SP
039e6ad9dae79614493083e241147386,12925.0,São Paulo,SP
c60b801f2d52c7f7f91de00870882a75,12913.5,Guarulhos,SP
cfb1a033743668a192316f3c6d1d2671,12803.64,Votorantim,SP
ac3508719a1d8f5b7614b798f70af136,12775.84,Canoas,RS
ed4acab38528488b65a9a9c603ff024a,12759.45,São Paulo,SP
7202e2ba20579a9bd1acb29e61fe71f6,12750.5,Franca,SP
2b1a40c1daabc6ca280c4b815c101841,12732.6,Divinópolis,MG
c66dccfb3f109511246da627dd5a2498,12708.55,Registro,SP
2e1c9f22be269ef4643f826c9e650a52,12687.68,São Paulo,SP
00fc707aaaad2d31347cf883cd2dfe10,12684.9,Maringá,PR
b372ee768ed69e46ca8cdbd267aa7a38,12630.0,São José do Rio Preto,SP
66e0557ecc2b4dbea057e93f215f68d8,12480.0,São Paulo,SP
a7f13822ceb966b076af67121f87b063,12477.64,Itaquaquecetuba,SP
2138ccb85b11a4ec1e37afbd1c8eda1f,12357.03,São Paulo,SP
056b4ada5bbc2c50cc7842547dda6b51,12333.390000000001,Queimados,RJ
d6b1ce66b035a475f00c017792ff9769,12277.4,Salto,SP
48436dade18ac8b2bce089ec2a041202,12271.710000000001,Volta Redonda,SP
c510bc1718f0f2961eaa42a23330681a,12251.0,Indaiatuba,SP
fbc14c0cf93505ef89f64665ffa4a7b5,12227.82,Serrana,SP
c8b0e2b0a7095e5d8219575d5e7e1181,12170.210000000001,Itaquaquecetuba,SP
70c27847eca8195c983ed7e798c56743,12077.52,Rio de Janeiro,RJ
ff063b022a9a0aab91bad2c9088760b7,12076.5,Santo André,SP
e26901d5ab434ce92fd9b5c256820a4e,11990.9,Mauá,SP
701938c450705b8ae65fc923b70f35c7,11983.28,São José do Rio Preto,SP
c4f7fee5b0db50e87766f5a4d1b1b758,11961.829999999998,Sorocaba,SP
128639473a139ac0f3e5f5ade55873a5,11908.849999999999,Maringá,PR
d71d863e5ef30d94e440c11be17dcd8f,11900.9,Osasco,SP
8b8cfc8305aa441e4239358c9f6f2485,11892.0,Londrina,PR
7901646fdd36a55f564ffaf2dbccaaf7,11857.08,Rio de Janeiro,RJ
09f952a5f58d2285b0372551ae8f9b01,11821.5,São Bernardo do Campo,SP
adbc26658d6c7b4b6219f9d934598091,11806.4,Curitiba,PR
0be8ff43f22e456b4e0371b2245e4d01,11805.5,São Paulo,SP
72c5da29406b4234927b81855e7b64f6,11798.69,Guarulhos,SP
ce7d1888639e6fb06b2749cbfdac1ff7,11793.89,Baependi,MG
23d7c96d4a1160db1c726b248601b25a,11766.94,Capivari,SP
d1b65fc7debc3361ea86b5f14c68d2e2,11703.07,Mogi Guaçu,SP
bba3293d6f5d5af2f415e004e8b93ae3,11702.1,São Paulo,SP
25e6ffe976bd75618accfe16cefcbd0d,11691.61,São Paulo,SP
c4d51195486dc781531876a7d00453d8,11468.98,Presidente Prudente,SP
80e6699fe29150b372a0c8a1ebf7dcc8,11441.56,Pinhais,PR
b4f8921fcc4ff77b66bea6dda43dcd51,11395.05,Caxias do Sul,RS
cab85505710c7cb9b720bceb52b01cee,11389.1,São Paulo,SP
1d8dbc4f32378d715c717c1c1fc57bae,11315.89,Arapongas,PR
813348c996469b40f2e028d5429d3495,11205.83,Jundiaí,SP
6cd68b3ed6d59aaa9fece558ad360c0a,11188.57,Belo Horizonte,MG
5a8e7d5003a1f221f9e1d6e411de7c23,11171.9,Campinas,SP
ccb83a794700270fde70898fe9ff368b,11062.0,Sombrio,SC
8d956fec2e4337affcb520f56fd8cbfd,11015.19,São Bernardo do Campo,SP
6973a06f484aacf400ece213dbf3d946,11011.05,São José dos Campos,SP
95e03ca3d4146e4011985981aeb959b9,11009.960000000001,Rio de Janeiro,RJ
7ea5bfa6c340f58f8e71fc1f0412b0d6,11002.89,Belo Horizonte,MG
54965bbe3e4f07ae045b90b0b8541f52,10961.300000000001,Foz do Iguaçu,PR
82e0a475a88cc9595229d8029273f045,10930.02,São Paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,10816.7,Belo Horizonte,MG
0ea22c1cfbdc755f86b9b54b39c16043,10711.7,Sete Lagoas,MG
ce27a3cc3c8cc1ea79d11e561e9bebb6,10682.65,São Paulo,SP
c9c7905cffc4ef9ff9f113554423e671,10657.18,Itapecerica da Serra,SP
bd23da7354813347129d751591d1a6e2,10544.300000000001,São Paulo,SP
f3b80352b986ab4d1057a4b724be19d0,10505.1,Brasília,DF
f262cbc1c910c83959f849465454ddd3,10482.83,São Paulo,SP
c864036feaab8c1659f65ea4faebe1da,10454.2,Campo Largo,PR
b499c00f28f4b7069ff6550af8c1348a,10327.130000000001,Limeira,SP
ea566164622c6b439516ab18062c42cd,10309.42,São Paulo,SP
33a6f4b1e7cdc205511e76ba1b6e0186,10295.01,Guarulhos,SP
9d5a9018aee56acb367ba9c3f05d1d6a,10292.310000000001,Aparecida de Goiânia,GO
06532f10282704ef4c69168b914b77be,10220.5,Paiçandu,PR
1c5e4e49b9079480255b49d50aac1aa9,10173.11,Santos,SP
7b1222c3624aa89b9558b50a2594188c,10103.52,São José do Rio Preto,SP
5058e8c1e82653974541e83690655b4a,10022.82,Itaquaquecetuba,SP
0df3984f9dfb3d49ac6366acbd3bbb85,10021.49,Betim,MG
5343d0649eca2a983820bfe93fc4d17e,10000.64,Santo André,SP
054694fa03fe82cec4b7551487331d74,9983.1,Itajobi,SP
9d4db00d65d7760644ac0c14edb5fd86,9979.7,Sorocaba,SP
961dff0a659b4561334372337dd897d9,9946.0,Rio de Janeiro,RJ
5882820ef11c4c068eea0677a7a879b4,9925.5,Caxias do Sul,RS
4830e40640734fc1c52cd21127c341d4,9843.47,São Paulo,SP
ef506c96320abeedfb894c34db06f478,9771.43,São Paulo,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,9754.83,Betim,MG
7040e82f899a04d1b434b795a43b4617,9738.2,São Paulo,SP
ca3bd7cd9f149df75950150d010fe4a2,9731.85,São Paulo,SP
7b07b3c7487f0ea825fc6df75abd658b,9731.85,São Paulo,SP
01cf7e3d21494c41fb86034f2e714fa1,9729.36,Francisco Beltrão,PR
17306570e772e7718c92a562d33f5f1d,9669.8,Bariri,SP
e96498ed8daaa3e9c23f7a62da76591c,9619.09,São Paulo,SP
31344c16881c08a8a72c6d2eb29918c1,9615.7,Ubá,MG
e7df4cd29ab5abab70fb0783ddb53987,9608.699999999999,São Paulo,SP
73a63f72308aa20a46f4b1632018f196,9606.8,Curitiba,PR
b2ac621f0d0322434d04a12b078b9369,9575.5,Curitiba,PR
1c129092bf23f28a5930387c980c0dfc,9553.619999999999,São Paulo,SP
36a968b544695394e4e9d7572688598f,9482.87,Santos,SP
3db66a856d18a9cba7c9241fc5221c50,9478.300000000001,Ponte Nova,MG
270297ead4c65a6cd2593960d2af6b21,9422.4,São Paulo,SP
81a1104df0f08b59c68aa5b03cfe398e,9420.880000000001,São José dos Pinhais,PR
066a6914e1ebf3ea95a216c73a986b91,9410.380000000001,Foz do Iguaçu,PR
cb8bcce248bb1fb274ba762d8b971456,9402.2,Santa Rita do Sapucaí,MG
a00824eb9093d40e589b940ec45c4eb0,9399.97,Bofete,SP
5b8154610ebb21fb90eb587365e673df,9397.54,São José dos Campos,SP
3c487ae8f8d7542beff5788e2e0aea83,9385.699999999999,Brasília,DF
aaed1309374718fdd995ee4c58c9dfcd,9376.95,Timbó,SC
8b28d096634035667e8263d57ba3368c,9375.7,São José dos Campos,SP
05feb94f19d094d4b0f9281f0b1d4c99,9353.0,Mogi das Cruzes,SP
048c2757535328e0d7dac690ad3c0aae,9264.78,Franca,SP
aafe36600ce604f205b86b5084d3d767,9251.4,São José,SC
624f4ece8da4aafb77699233d480f8ef,9205.0,São Paulo,SP
dd7ddc04e1b6c2c614352b383efe2d36,9178.51,São Paulo,SP
4e7c18b98d84e05cbae3ff0ff03846c2,9177.9,Jaboticabal,SP
6c12e40690c335dbc2f68a4134d30dc1,9139.2,Castro,PR
f80edd2c5aaa505cc4b0a3b219abf4b8,9108.2,São Paulo,SP
8e8a7ce9f2f970dc00e2acf6f6e199f6,9101.0,São Gonçalo,RJ
0db783cfcd3b73998abc6e10e59a102f,9077.4,Santos,SP
06df0c10d34e459d9672bc77388742eb,9070.0,Maringá,PR
fffd5413c0700ac820c7069d66d98c89,9062.3,Amparo,SP
9b013e03b2ab786505a1d3b5c0756754,9027.4,Guarujá,SP
5f2684dab12e59f83bef73ae57724e45,9000.87,São Paulo,SP
403aa86912527d730337ffcb0fb096ab,8959.89,Belo Horizonte,MG
f27e33c6d29b5138fa9967bcd445b6d5,8888.3,São Paulo,SP
32b8764b4ef628b53608fc34011fcc13,8884.0,Lages,SC
d03698c2efd04a549382afa6623e27fb,8865.47,Ilhéus,BA
2089a6d640999f9b9141ac719b2af596,8830.82,São Carlos,SP
1da3aeb70d7989d1e6d9b0e887f97c23,8823.52,São Paulo,SP
a49928bcdf77c55c6d6e05e09a9b4ca5,8816.7,São Paulo,SP
562fc2f2c2863ab7e79a9e4388a58a14,8814.199999999999,Campinas,SP
af4a0e4cfe1d9c26b6712b1be25a72e5,8757.98,Mateus Leme,MG
18a349e75d307f4b4cc646a691ed4216,8711.53,São Paulo,SP
6d803cb79cc31c41c4c789a75933b3c7,8711.4,São Joaquim da Barra,SP
6c7d50c24b3ccd2fd83b44d8bb34e073,8699.34,Presidente Prudente,SP
b1a81260566c1bac3114a6d124413f27,8684.69,Carazinho,RS
9596c870880d900012f2e8e6e30d06d7,8606.25,Varginha,MG
db2956745b3a8e9f3785c99f34b5d25e,8599.0,São Sebastião,SP
259f7b5e6e482c230e5bfaa670b6bb8f,8526.04,Poá,SP
93dc87703c046b603023e75222018b45,8517.35,Belo Horizonte,MG
cbd996ad3c1b7dc71fd0e5f5df9087e2,8411.04,São José do Rio Preto,SP
b18dc380845b24038cfc48006478f099,8353.3,Diadema,SP
6c177e38df6d3f34182b1f1d427231bf,8341.89,Curitiba,PR
7d456afc660226829370f3173d14520c,8338.25,Mogi das Cruzes,SP
fcb5ace8bcc92f75707dc0f01a27d269,8318.63,Guarulhos,SP
784ba75dd9d20200c4caed3d7a77141a,8295.13,São Paulo,SP
3078096983cf766a32a06257648502d1,8285.42,São José do Rio Pardo,SP
26d8a1c7c75d513045798992ead43aa2,8244.12,Apucarana,PR
b92e3c8f9738272ff7c59e111e108d7c,8231.09,Ubá,MG
4371b634e0efc0e22b09b52907d9d469,8194.0,São Paulo,SP
397c4d0c005b6f41f90098ac724e28cb,8177.0,Santo André,SP
67883baaae6134ee81b271a542613728,8167.9,São Paulo,SP
86bb7c4b535e49a541baf3266b1c95b1,8162.4,Franca,SP
fdb9095204a334cd8872252ffec6f2db,8156.0,São Paulo,SP
52d76513f0c4d97f3b99570e2c94ee31,8153.1,Novo Hamburgo,RS
33a17d60c64393351ebf1ef860f4e0f2,8152.4800000000005,Porto Alegre,RS
4bfc7a4a1cf8d4d2121c27422d9e50b5,8124.4,São Paulo,SP
8fb791022c1fc8909664f48ab7dc636d,8119.95,São Paulo,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,8089.29,Brusque,SC
750303a20e9c56b2a6bc45cdce0b897d,8085.0,Goiânia,GO
a2e874074c877c5a05abae80ad6e488f,8071.9800000000005,São José do Rio Preto,SP
6bd69102ab48df500790a8cecfc285c2,8070.0,São Paulo,SP
5656537e588803a555b8eb41f07a944b,8065.93,Brasília,DF
7a241947449cc45dbfda4f9d0798d9d0,8027.63,Jacutinga,MG
